current_hunt_code,current_prefix,current_hunt_name,species,sex_type,weapon,hunt_type,season,in_database_2026,database_permits_2026_res,database_permits_2026_nonres,database_permits_2026_total,overlay_source_files,historical_hunt_code,historical_prefix,candidate_historical_codes,historical_years,relationship_type,crosswalk_status,mapping_confidence,mapping_method,data_quality_grade,backcheck_best_match_method,backcheck_reason_code,backcheck_candidates,full_joined_name_match_codes,full_joined_exact_history_years,full_joined_name_match_years,recommended_model_behavior,source_files,notes
EL3152,EL,Southwest Desert South,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,YES,,,,,EB3152,EB,EB3146|EB3149|EB3152|EB3155|EB3157|EB3197|EB3198|EL3149|EL3152|EL3198,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,A,normalized_hunt_name_family,POSSIBLE_RENAME_OR_SPLIT_MERGE,"2021:EB3146:Southwest Desert, South; 2021:EB3155:Southwest Desert, South; 2021:EB3157:Southwest Desert, South; 2022:EB3146:Southwest Desert, South; 2022:EB3149:Southwest Desert, South; 2022:EB3152:Southwest Desert, South; 2022:EB3155:Southwest Desert, South; 2022:EB3157:Southwest Desert, South; 2023:EB3146:Southwest Desert, South; 2023:EB3149:Southwest Desert, South; 2023:EB3152:Southwest Desert, South; 2023:EB3155:Southwest Desert, South; 2023:EB3157:Southwest Desert, South; 2023:EB3197:Southwest Desert, South; 2023:EB3198:Southwest Desert, South; 2024:EB3146:Southwest Desert, South; 2024:EB3149:Southwest Desert, South; 2024:EB3152:Southwest Desert, South; 2024:EB3155:Southwest Desert, South; 2024:EB3157:Southwest Desert, South; 2024:EB3197:Southwest Desert, South; 2024:EB3198:Southwest Desert, South",EB3146|EB3149|EB3152|EB3155|EB3157|EB3197|EB3198|EL3149|EL3152|EL3198,2025,2021|2022|2023|2024|2025,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3153,EL,Box Elder Grouse Creek,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,YES,,,,,EB3153,EB,EB3128|EB3147|EB3150|EB3153,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3128|EB3147|EB3150|EB3153,,2021|2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3154,EL,Boulder,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,YES,,,,,EB3154,EB,EB3145|EB3148|EB3151|EB3154|EB3156|EB3190|EB3191,2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3145|EB3148|EB3151|EB3154|EB3156|EB3190|EB3191,,2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3155,EL,Southwest Desert South,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,YES,,,,,EB3155,EB,EB3146|EB3149|EB3152|EB3155|EB3157|EB3197|EB3198|EL3149|EL3152|EL3198,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3146|EB3149|EB3152|EB3155|EB3157|EB3197|EB3198|EL3149|EL3152|EL3198,,2021|2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3158,EL,Beaver East,Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,YES,,,,,EB3158,EB,EB3000|EB3024|EB3025|EB3077|EB3102|EB3158|EB3159|EL3000|EL3024,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3000|EB3024|EB3025|EB3077|EB3102|EB3158|EB3159|EL3000|EL3024,,2021|2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3159,EL,Beaver East,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,YES,,,,,EB3159,EB,EB3000|EB3024|EB3025|EB3077|EB3102|EB3158|EB3159|EL3000|EL3024,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3000|EB3024|EB3025|EB3077|EB3102|EB3158|EB3159|EL3000|EL3024,,2021|2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3160,EL,Book Cliffs Bitter Creek/East,Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,YES,,,,,EB3160,EB,EB3160|EB3161|EB3162|EB3163|EB3164|EB3165|EB3166,2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3160|EB3161|EB3162|EB3163|EB3164|EB3165|EB3166,,2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3161,EL,Book Cliffs Bitter Creek/East,Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,YES,,,,,EB3161,EB,EB3160|EB3161|EB3162|EB3163|EB3164|EB3165|EB3166,2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3160|EB3161|EB3162|EB3163|EB3164|EB3165|EB3166,,2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3162,EL,Book Cliffs Bitter Creek/East,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,YES,,,,,EB3162,EB,EB3160|EB3161|EB3162|EB3163|EB3164|EB3165|EB3166,2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3160|EB3161|EB3162|EB3163|EB3164|EB3165|EB3166,,2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3163,EL,Book Cliffs Bitter Creek/East,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,YES,,,,,EB3163,EB,EB3160|EB3161|EB3162|EB3163|EB3164|EB3165|EB3166,2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3160|EB3161|EB3162|EB3163|EB3164|EB3165|EB3166,,2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3164,EL,Book Cliffs Bitter Creek/East,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,YES,,,,,EB3164,EB,EB3160|EB3161|EB3162|EB3163|EB3164|EB3165|EB3166,2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3160|EB3161|EB3162|EB3163|EB3164|EB3165|EB3166,,2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3166,EL,Book Cliffs Bitter Creek/East,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,YES,,,,,EB3166,EB,EB3160|EB3161|EB3162|EB3163|EB3164|EB3165|EB3166,2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3160|EB3161|EB3162|EB3163|EB3164|EB3165|EB3166,,2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3167,EL,Book Cliffs Little Creek Roadless,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,YES,,,,,EB3167,EB,EB3002|EB3028|EB3079|EB3104|EB3167,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3002|EB3028|EB3079|EB3104|EB3167,,2021|2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3168,EL,Cache Meadowville,Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,YES,,,,,EB3168,EB,EB3003|EB3032|EB3033|EB3081|EB3105|EB3168|EB3169|EL3033,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3003|EB3032|EB3033|EB3081|EB3105|EB3168|EB3169|EL3033,,2021|2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3169,EL,Cache Meadowville,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,YES,,,,,EB3169,EB,EB3003|EB3032|EB3033|EB3081|EB3105|EB3168|EB3169|EL3033,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3003|EB3032|EB3033|EB3081|EB3105|EB3168|EB3169|EL3033,,2021|2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3170,EL,Cache South,Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,YES,,,,,EB3170,EB,EB3005|EB3036|EB3037|EB3083|EB3107|EB3170|EB3171|EL3171,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3005|EB3036|EB3037|EB3083|EB3107|EB3170|EB3171|EL3171,,2021|2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3171,EL,Cache South,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,YES,,,,,EB3171,EB,EB3005|EB3036|EB3037|EB3083|EB3107|EB3170|EB3171|EL3171,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,A,normalized_hunt_name_family,POSSIBLE_RENAME_OR_SPLIT_MERGE,"2021:EB3005:Cache, South; 2021:EB3083:Cache, South; 2021:EB3107:Cache, South; 2022:EB3005:Cache, South; 2022:EB3036:Cache, South; 2022:EB3037:Cache, South; 2022:EB3083:Cache, South; 2022:EB3107:Cache, South; 2023:EB3005:Cache, South; 2023:EB3036:Cache, South; 2023:EB3037:Cache, South; 2023:EB3083:Cache, South; 2023:EB3107:Cache, South; 2023:EB3170:Cache, South; 2023:EB3171:Cache, South; 2024:EB3005:Cache, South; 2024:EB3036:Cache, South; 2024:EB3037:Cache, South; 2024:EB3083:Cache, South; 2024:EB3107:Cache, South; 2024:EB3170:Cache, South; 2024:EB3171:Cache, South",EB3005|EB3036|EB3037|EB3083|EB3107|EB3170|EB3171|EL3171,2025,2021|2022|2023|2024|2025,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3172,EL,Manti,Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,YES,,,,,EB3172,EB,EB3006|EB3038|EB3039|EB3084|EB3108|EB3126|EB3172|EL3038|EL3039|EL3084|EL3126,2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3006|EB3038|EB3039|EB3084|EB3108|EB3126|EB3172|EL3038|EL3039|EL3084|EL3126,,2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3173,EL,Nebo/San Pitch Mtns,Elk,Bull,Archery,Limited Entry - Private Land Only,Aug 16 2025 - Sept 16 2025 - Private Land Only,YES,,,,,EB3173,EB,EB3173|EB3174|EB3175|EB3176|EB3177|EB3178|EB3179|EL3175|EL3177,2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3173|EB3174|EB3175|EB3176|EB3177|EB3178|EB3179|EL3175|EL3177,,2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3174,EL,Nebo/San Pitch Mtns,Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,YES,,,,,EB3174,EB,EB3173|EB3174|EB3175|EB3176|EB3177|EB3178|EB3179|EL3175|EL3177,2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3173|EB3174|EB3175|EB3176|EB3177|EB3178|EB3179|EL3175|EL3177,,2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3175,EL,Nebo/San Pitch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Sept 17 2025 - Sept 21 2025 - Private Land Only,YES,,,,,EB3175,EB,EB3173|EB3174|EB3175|EB3176|EB3177|EB3178|EB3179|EL3175|EL3177,2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,A,normalized_hunt_name_family,POSSIBLE_RENAME_OR_SPLIT_MERGE,2024:EB3173:Nebo/San Pitch Mtns; 2024:EB3174:Nebo/San Pitch Mtns; 2024:EB3175:Nebo/San Pitch Mtns; 2024:EB3176:Nebo/San Pitch Mtns; 2024:EB3177:Nebo/San Pitch Mtns; 2024:EB3178:Nebo/San Pitch Mtns; 2024:EB3179:Nebo/San Pitch Mtns,EB3173|EB3174|EB3175|EB3176|EB3177|EB3178|EB3179|EL3175|EL3177,2025,2024|2025,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv|processed_data/historical_le_to_eb_crosswalk_2024.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3176,EL,Nebo/San Pitch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Nov 08 2025 - Nov 16 2025 - Private Land Only,YES,,,,,EB3176,EB,EB3173|EB3174|EB3175|EB3176|EB3177|EB3178|EB3179|EL3175|EL3177,2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3173|EB3174|EB3175|EB3176|EB3177|EB3178|EB3179|EL3175|EL3177,,2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3177,EL,Nebo/San Pitch Mtns,Elk,Bull,Any Legal Weapon,Limited Entry - Private Land Only,Oct 04 2025 - Oct 16 2025 - Private Land Only,YES,,,,,EB3177,EB,EB3173|EB3174|EB3175|EB3176|EB3177|EB3178|EB3179|EL3175|EL3177,2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,A,normalized_hunt_name_family,POSSIBLE_RENAME_OR_SPLIT_MERGE,2024:EB3173:Nebo/San Pitch Mtns; 2024:EB3174:Nebo/San Pitch Mtns; 2024:EB3175:Nebo/San Pitch Mtns; 2024:EB3176:Nebo/San Pitch Mtns; 2024:EB3177:Nebo/San Pitch Mtns; 2024:EB3178:Nebo/San Pitch Mtns; 2024:EB3179:Nebo/San Pitch Mtns,EB3173|EB3174|EB3175|EB3176|EB3177|EB3178|EB3179|EL3175|EL3177,2025,2024|2025,USE_EXACT_HUNT_CODE_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|data_model/harvest_quality/raw_packages/unknown_for_unknown_hunt_code_year_backcheck_outputs/hunt_code_backward_crosscheck_2026_from_harvest_history.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3179,EL,Nebo/San Pitch Mtns,Elk,Bull,Muzzleloader,Limited Entry - Private Land Only,Sept 22 2025 - Oct 03 2025 - Private Land Only,YES,,,,,EB3179,EB,EB3173|EB3174|EB3175|EB3176|EB3177|EB3178|EB3179|EL3175|EL3177,2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3173|EB3174|EB3175|EB3176|EB3177|EB3178|EB3179|EL3175|EL3177,,2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
EL3180,EL,Fillmore Pahvant,Elk,Bull,Archery,Limited Entry - Private Land Only,Nov 29 2025 - Dec 14 2025 - Private Land Only,YES,,,,,EB3180,EB,EB3008|EB3042|EB3043|EB3086|EB3110|EB3180|EB3181|EL3181,2021|2022|2023|2024|2025,PREFIX_SWAP_EL_TO_EB,PROMOTED_PREFIX_SWAP_CANDIDATE,HIGH,prefix_swap_same_numeric,C,,,,EB3008|EB3042|EB3043|EB3086|EB3110|EB3180|EB3181|EL3181,,2021|2022|2023|2024|2025,USE_REVIEWED_NAME_FAMILY_OR_PARENT_UNIT_HISTORY,data_model/harvest_quality/raw_packages/unknown_for_unknown_full_joined_harvest_backcheck_conservation_annual_per_row_corrected/full_joined_hunt_code_backcheck_2021_2026_conservation_annual_per_row.csv|pipeline/RAW/hunt_unit_database/2026/csv/DATABASE.csv,"Current 2026 Hunt Planner code family is treated as current truth; historical code is a crosswalk candidate, not a replacement."
