"hunt_code","boundary_id","hunt_name","species","hunt_class","hunt_type","draw_family","weapon","sex_type","youth_flag","eligibility_class","season","permits_2025_res","permits_2025_nr","permits_2025_total","avg_points_2025","hunters_2025","harvest_2025","success_percent_2025","avg_days_2025","satisfaction_2025","access_type","permits_2026_res","permits_2026_nr","permits_2026_total","permit_status","permit_allocation_type","permit_source_authority","permit_note","has_harvest","has_bonus_draw","has_antlerless_draw","source_file","permit_overlay_source","source_authority","data_status","permits_2025_draw_res","permits_2025_draw_nr","draw_2025_bg_pdf_page","draw_2025_bg_report_page","draw_2025_type","draw_2025_species_section","permits_2025_draw_total","huntCode","code","title","unitName","unitCode","boundaryId","boundary_id_numeric","boundary_token","resolvedBoundaryIds"
"DB1215","598","Buckhorn Ranch CWMU","Deer","CWMU","CWMU","NONE","Any Legal Weapon","Buck","False","STANDARD","Contact Operator for 2026 season dates","1.0","0.0","1.0","","5.0","3.0","60.0","2.0","3.7","CWMU","","","1","TOTAL_ONLY","CWMU_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.","True","True","False","buck_deer.xlsx","2026_deer_buck_cwmu.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","1","0","95","110","Bonus Point Draw Results","","1","DB1215","DB1215","Buckhorn Ranch CWMU","Buckhorn Ranch CWMU","598","598","598","598","598"
"DB1216","545","Castle Valley Outdoors CWMU","Deer","CWMU","CWMU","NONE","Any Legal Weapon","Buck","False","STANDARD","Contact Operator for 2026 season dates","1.0","0.0","1.0","","7.0","7.0","100.0","2.6","4.6","CWMU","","","1","TOTAL_ONLY","CWMU_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.","True","True","False","buck_deer.xlsx","2026_deer_buck_cwmu.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","1","0","96","111","Bonus Point Draw Results","","1","DB1216","DB1216","Castle Valley Outdoors CWMU","Castle Valley Outdoors CWMU","545","545","545","545","545"
"DB1217","560","Causey Spring CWMU","Deer","CWMU","CWMU","NONE","Any Legal Weapon","Buck","False","STANDARD","Contact Operator for 2026 season dates","1.0","0.0","1.0","","13.0","12.0","92.3","3.0","4.9","CWMU","","","1","TOTAL_ONLY","CWMU_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.","True","True","False","buck_deer.xlsx","2026_deer_buck_cwmu.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","1","0","97","112","Bonus Point Draw Results","","1","DB1217","DB1217","Causey Spring CWMU","Causey Spring CWMU","560","560","560","560","560"
"DB1219","732","Chimney Rock CWMU","Deer","CWMU","CWMU","NONE","Any Legal Weapon","Buck","False","STANDARD","Contact Operator for 2026 season dates","2.0","0.0","2.0","","15.0","13.0","86.7","3.7","4.6","CWMU","","","2","TOTAL_ONLY","CWMU_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.","True","True","False","buck_deer.xlsx","2026_deer_buck_cwmu.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","2","0","98","113","Bonus Point Draw Results","","2","DB1219","DB1219","Chimney Rock CWMU","Chimney Rock CWMU","732","732","732","732","732"
"DB1222","505","Coldwater Ranch CWMU","Deer","CWMU","CWMU","NONE","Any Legal Weapon","Buck","False","STANDARD","Contact Operator for 2026 season dates","2.0","0.0","2.0","","12.0","12.0","100.0","2.2","5.0","CWMU","","","2","TOTAL_ONLY","CWMU_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.","True","True","False","buck_deer.xlsx","2026_deer_buck_cwmu.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","2","0","99","114","Bonus Point Draw Results","","2","DB1222","DB1222","Coldwater Ranch CWMU","Coldwater Ranch CWMU","505","505","505","505","505"
"DB1224","640","Cotton Thomas CWMU","Deer","CWMU","CWMU","NONE","Any Legal Weapon","Buck","False","STANDARD","Contact Operator for 2026 season dates","1.0","0.0","1.0","","10.0","9.0","90.0","4.6","4.1","CWMU","","","1","TOTAL_ONLY","CWMU_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.","True","True","False","buck_deer.xlsx","2026_deer_buck_cwmu.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","1","0","100","115","Bonus Point Draw Results","","1","DB1224","DB1224","Cotton Thomas CWMU","Cotton Thomas CWMU","640","640","640","640","640"
"DB1227","606","Deer Haven CWMU","Deer","CWMU","CWMU","NONE","Any Legal Weapon","Buck","False","STANDARD","Contact Operator for 2026 season dates","2.0","0.0","2.0","","13.0","13.0","100.0","5.8","4.6","CWMU","","","2","TOTAL_ONLY","CWMU_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.","True","True","False","buck_deer.xlsx","2026_deer_buck_cwmu.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","2","0","101","116","Bonus Point Draw Results","","2","DB1227","DB1227","Deer Haven CWMU","Deer Haven CWMU","606","606","606","606","606"
"DB1228","568","Deseret CWMU","Deer","CWMU","CWMU","NONE","Any Legal Weapon","Buck","False","STANDARD","Contact Operator for 2026 season dates","13.0","0.0","13.0","","83.0","70.0","84.3","3.2","4.7","CWMU","","","13","TOTAL_ONLY","CWMU_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.","True","True","False","buck_deer.xlsx","2026_deer_buck_cwmu.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","13","0","102","117","Bonus Point Draw Results","","13","DB1228","DB1228","Deseret CWMU","Deseret CWMU","568","568","568","568","568"
"DB1229","733","Dilly Ranch CWMU","Deer","CWMU","CWMU","NONE","Any Legal Weapon","Buck","False","STANDARD","Contact Operator for 2026 season dates","1.0","0.0","1.0","","10.0","9.0","90.0","3.7","4.8","CWMU","","","1","TOTAL_ONLY","CWMU_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.","True","True","False","buck_deer.xlsx","2026_deer_buck_cwmu.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","1","0","103","118","Bonus Point Draw Results","","1","DB1229","DB1229","Dilly Ranch CWMU","Dilly Ranch CWMU","733","733","733","733","733"
"DB1230","554","Double R Ranch CWMU","Deer","CWMU","CWMU","NONE","Any Legal Weapon","Buck","False","STANDARD","Contact Operator for 2026 season dates","2.0","0.0","2.0","","16.0","14.0","87.5","3.0","4.9","CWMU","","","2","TOTAL_ONLY","CWMU_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.","True","True","False","buck_deer.xlsx","2026_deer_buck_cwmu.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","2","0","104","119","Bonus Point Draw Results","","2","DB1230","DB1230","Double R Ranch CWMU","Double R Ranch CWMU","554","554","554","554","554"
"DB1231","512","Dove Creek CWMU","Deer","CWMU","CWMU","NONE","Any Legal Weapon","Buck","False","STANDARD","Contact Operator for 2026 season dates","2.0","0.0","2.0","","10.0","9.0","90.0","4.6","4.7","CWMU","","","2","TOTAL_ONLY","CWMU_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.","True","True","False","buck_deer.xlsx","2026_deer_buck_cwmu.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","2","0","105","120","Bonus Point Draw Results","","2","DB1231","DB1231","Dove Creek CWMU","Dove Creek CWMU","512","512","512","512","512"
"DB1232","567","Durst Mountain CWMU","Deer","CWMU","CWMU","NONE","Any Legal Weapon","Buck","False","STANDARD","Contact Operator for 2026 season dates","2.0","0.0","2.0","","7.0","5.0","71.4","3.2","4.8","CWMU","","","2","TOTAL_ONLY","CWMU_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.","True","True","False","buck_deer.xlsx","2026_deer_buck_cwmu.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","2","0","106","121","Bonus Point Draw Results","","2","DB1232","DB1232","Durst Mountain CWMU","Durst Mountain CWMU","567","567","567","567","567"
"DB1233","520","East Fork Chalk Creek CWMU","Deer","CWMU","CWMU","NONE","Any Legal Weapon","Buck","False","STANDARD","Contact Operator for 2026 season dates","4.0","0.0","4.0","","40.0","31.0","77.5","6.4","4.3","CWMU","","","4","TOTAL_ONLY","CWMU_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.","True","True","False","buck_deer.xlsx","2026_deer_buck_cwmu.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","4","0","107","122","Bonus Point Draw Results","","4","DB1233","DB1233","East Fork Chalk Creek CWMU","East Fork Chalk Creek CWMU","520","520","520","520","520"
"DB1234","807","East Zion CWMU","Deer","CWMU","CWMU","NONE","Any Legal Weapon","Buck","False","STANDARD","Contact Operator for 2026 season dates","1.0","0.0","1.0","","10.0","8.0","80.0","7.0","4.6","CWMU","","","1","TOTAL_ONLY","CWMU_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.","True","True","False","buck_deer.xlsx","2026_deer_buck_cwmu.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","1","0","108","123","Bonus Point Draw Results","","1","DB1234","DB1234","East Zion CWMU","East Zion CWMU","807","807","807","807","807"
"DB1236","519","Engineer Springs CWMU","Deer","CWMU","CWMU","NONE","Any Legal Weapon","Buck","False","STANDARD","Contact Operator for 2026 season dates","1.0","0.0","1.0","","1.0","1.0","100.0","5.0","4.0","CWMU","","","1","TOTAL_ONLY","CWMU_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.","True","True","False","buck_deer.xlsx","2026_deer_buck_cwmu.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","1","0","109","124","Bonus Point Draw Results","","1","DB1236","DB1236","Engineer Springs CWMU","Engineer Springs CWMU","519","519","519","519","519"
"DB1237","522","Ensign Ranches CWMU","Deer","CWMU","CWMU","NONE","Any Legal Weapon","Buck","False","STANDARD","Contact Operator for 2026 season dates","3.0","0.0","3.0","","31.0","28.0","90.3","3.3","5.0","CWMU","","","3","TOTAL_ONLY","CWMU_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.","True","True","False","buck_deer.xlsx","2026_deer_buck_cwmu.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","3","0","110","125","Bonus Point Draw Results","","3","DB1237","DB1237","Ensign Ranches CWMU","Ensign Ranches CWMU","522","522","522","522","522"
"DB1238","579","Folley Ridge CWMU","Deer","CWMU","CWMU","NONE","Any Legal Weapon","Buck","False","STANDARD","Contact Operator for 2026 season dates","3.0","0.0","3.0","","13.0","10.0","76.9","3.4","4.2","CWMU","","","3","TOTAL_ONLY","CWMU_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.","True","True","False","buck_deer.xlsx","2026_deer_buck_cwmu.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","3","0","111","126","Bonus Point Draw Results","","3","DB1238","DB1238","Folley Ridge CWMU","Folley Ridge CWMU","579","579","579","579","579"
"DB1239","514","Fort Ranch CWMU","Deer","CWMU","CWMU","NONE","Any Legal Weapon","Buck","False","STANDARD","Contact Operator for 2026 season dates","1.0","0.0","1.0","","2.0","2.0","100.0","3.0","5.0","CWMU","","","1","TOTAL_ONLY","CWMU_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.","True","True","False","buck_deer.xlsx","2026_deer_buck_cwmu.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","1","0","112","127","Bonus Point Draw Results","","1","DB1239","DB1239","Fort Ranch CWMU","Fort Ranch CWMU","514","514","514","514","514"
"DB1240","806","George Creek CWMU","Deer","CWMU","CWMU","NONE","Any Legal Weapon","Buck","False","STANDARD","Contact Operator for 2026 season dates","1.0","0.0","1.0","","6.0","3.0","50.0","6.5","4.3","CWMU","","","1","TOTAL_ONLY","CWMU_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.","True","True","False","buck_deer.xlsx","2026_deer_buck_cwmu.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","1","0","113","128","Bonus Point Draw Results","","1","DB1240","DB1240","George Creek CWMU","George Creek CWMU","806","806","806","806","806"
"DB1241","497","Golden Spike CWMU","Deer","CWMU","CWMU","NONE","Any Legal Weapon","Buck","False","STANDARD","Contact Operator for 2026 season dates","1.0","0.0","1.0","","5.0","5.0","100.0","3.5","5.0","CWMU","","","1","TOTAL_ONLY","CWMU_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.","True","True","False","buck_deer.xlsx","2026_deer_buck_cwmu.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","1","0","114","129","Bonus Point Draw Results","","1","DB1241","DB1241","Golden Spike CWMU","Golden Spike CWMU","497","497","497","497","497"
"DB1242","525","Grass Valley/Clark Canyon CWMU","Deer","CWMU","CWMU","NONE","Any Legal Weapon","Buck","False","STANDARD","Contact Operator for 2026 season dates","14.0","0.0","14.0","","102.0","93.0","91.2","3.7","4.5","CWMU","","","14","TOTAL_ONLY","CWMU_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.","True","True","False","buck_deer.xlsx","2026_deer_buck_cwmu.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","14","0","115","130","Bonus Point Draw Results","","14","DB1242","DB1242","Grass Valley/Clark Canyon CWMU","Grass Valley/Clark Canyon CWMU","525","525","525","525","525"
"DB1243","530","Grazing Pasture CWMU","Deer","CWMU","CWMU","NONE","Any Legal Weapon","Buck","False","STANDARD","Contact Operator for 2026 season dates","1.0","0.0","1.0","","10.0","7.0","70.0","5.0","4.7","CWMU","","","1","TOTAL_ONLY","CWMU_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.","True","True","False","buck_deer.xlsx","2026_deer_buck_cwmu.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","1","0","116","131","Bonus Point Draw Results","","1","DB1243","DB1243","Grazing Pasture CWMU","Grazing Pasture CWMU","530","530","530","530","530"
"DB1244","489","Green Canyon CWMU","Deer","CWMU","CWMU","NONE","Any Legal Weapon","Buck","False","STANDARD","Contact Operator for 2026 season dates","1.0","0.0","1.0","","7.0","5.0","71.4","7.3","4.9","CWMU","","","1","TOTAL_ONLY","CWMU_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.","True","True","False","buck_deer.xlsx","2026_deer_buck_cwmu.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","1","0","117","132","Bonus Point Draw Results","","1","DB1244","DB1244","Green Canyon CWMU","Green Canyon CWMU","489","489","489","489","489"
"DB1245","573","Guildersleeve CWMU","Deer","CWMU","CWMU","NONE","Any Legal Weapon","Buck","False","STANDARD","Contact Operator for 2026 season dates","1.0","0.0","1.0","","10.0","8.0","80.0","4.0","4.5","CWMU","","","1","TOTAL_ONLY","CWMU_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.","True","True","False","buck_deer.xlsx","2026_deer_buck_cwmu.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","1","0","118","133","Bonus Point Draw Results","","1","DB1245","DB1245","Guildersleeve CWMU","Guildersleeve CWMU","573","573","573","573","573"
"DB1246","577","Hardscrabble CWMU","Deer","CWMU","CWMU","NONE","Any Legal Weapon","Buck","False","STANDARD","Contact Operator for 2026 season dates","2.0","0.0","2.0","","13.0","8.0","61.5","4.2","3.6","CWMU","","","2","TOTAL_ONLY","CWMU_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.","True","True","False","buck_deer.xlsx","2026_deer_buck_cwmu.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","2","0","119","134","Bonus Point Draw Results","","2","DB1246","DB1246","Hardscrabble CWMU","Hardscrabble CWMU","577","577","577","577","577"
"DB1248","555","Heaston East CWMU","Deer","CWMU","CWMU","NONE","Any Legal Weapon","Buck","False","STANDARD","Contact Operator for 2026 season dates","2.0","0.0","2.0","","20.0","18.0","90.0","3.0","4.8","CWMU","","","2","TOTAL_ONLY","CWMU_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.","True","True","False","buck_deer.xlsx","2026_deer_buck_cwmu.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","2","0","120","135","Bonus Point Draw Results","","2","DB1248","DB1248","Heaston East CWMU","Heaston East CWMU","555","555","555","555","555"
"DB1249","550","Hiawatha CWMU","Deer","CWMU","CWMU","NONE","Any Legal Weapon","Buck","False","STANDARD","Contact Operator for 2026 season dates","1.0","0.0","1.0","","7.0","6.0","85.7","3.3","3.3","CWMU","","","1","TOTAL_ONLY","CWMU_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.","True","True","False","buck_deer.xlsx","2026_deer_buck_cwmu.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","1","0","121","136","Bonus Point Draw Results","","1","DB1249","DB1249","Hiawatha CWMU","Hiawatha CWMU","550","550","550","550","550"
"DB1250","495","Indian Creek CWMU","Deer","CWMU","CWMU","NONE","Any Legal Weapon","Buck","False","STANDARD","Contact Operator for 2026 season dates","1.0","0.0","1.0","","3.0","2.0","66.7","1.7","3.3","CWMU","","","1","TOTAL_ONLY","CWMU_TOTAL","Utah DWR Hunt Planner","2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.","True","True","False","buck_deer.xlsx","2026_deer_buck_cwmu.csv","official_uploaded_source","COMPLETE_TOTAL_ONLY","1","0","122","137","Bonus Point Draw Results","","1","DB1250","DB1250","Indian Creek CWMU","Indian Creek CWMU","495","495","495","495","495"
